Ensembl Gene ID	RefSeq mRNA	RefSeq Protein ID	RefSeq Predicted Protein ID
ENSG00000114349	NM_000172	NP_653082	
ENSG00000114349	NM_144499	NP_653082	
ENSG00000114349	NM_000172	NP_000163	
ENSG00000114349	NM_144499	NP_000163	
ENSG00000079482	NM_002547	NP_002538	
ENSG00000224399	NM_006979	NP_001070984	
ENSG00000224399	NM_006979	NP_008910	
ENSG00000141837	NM_023035	NP_001120694	
ENSG00000141837	NM_000068	NP_001120694	
ENSG00000141837	NM_001174080	NP_001120694	
ENSG00000141837	NM_001127222	NP_001120694	
ENSG00000172878	NM_199227	NP_954697	
ENSG00000183873	NM_000335	NP_000326	
ENSG00000165259	NM_144657	NP_001170949	
ENSG00000165259	NM_001177478	NP_001170949	
ENSG00000165259	NM_001177479	NP_001170949	
ENSG00000165259	NM_144657	NP_001170950	
ENSG00000165259	NM_001177478	NP_001170950	
ENSG00000165259	NM_001177479	NP_001170950	
ENSG00000165259	NM_144657	NP_653258	
ENSG00000165259	NM_001177478	NP_653258	
ENSG00000165259	NM_001177479	NP_653258	
ENSG00000114349			
ENSG00000233348			
ENSG00000141837		NP_075461	
ENSG00000141837		NP_000059	
ENSG00000141837		NP_001167551	
ENSG00000214102	NM_001105558	NP_001099028	
ENSG00000079482			
ENSG00000175287	NM_174933	NP_777593	
ENSG00000143442	NM_015100	NP_055915	
ENSG00000214102			
ENSG00000166166	NM_152307	NP_689520	
ENSG00000175287	NM_001100877	NP_001094347	
ENSG00000141837	NM_001127221	NP_001120693	
ENSG00000166166			
ENSG00000104679	NM_001136108	NP_001129580	
ENSG00000250588			
ENSG00000165259			
ENSG00000183873	NM_001099404	NP_001092874	
ENSG00000143442	NM_145796	NP_665739	
ENSG00000102554	NM_001730	NP_001721	
ENSG00000177030	NM_021008	NP_066288	
ENSG00000143442	NM_001194937	NP_001181866	
ENSG00000104679			
ENSG00000143442	NM_001194938	NP_001181867	
ENSG00000236220			
ENSG00000183873	NM_198056	NP_932173	
ENSG00000106348			
ENSG00000183873	NM_001160160	NP_001153632	
ENSG00000102554			
ENSG00000183873	NM_001160161	NP_001153633	
ENSG00000183873			
ENSG00000143442			
ENSG00000189298	NM_024493	NP_001229824	
ENSG00000189298	NM_024493	NP_001229823	
ENSG00000189298	NM_024493	NP_077819	
ENSG00000234370		NP_001508	
ENSG00000183873	NM_198056	NP_000326	
ENSG00000189298	NM_001242894	NP_001229824	
ENSG00000189298	NM_001242894	NP_001229823	
ENSG00000189298	NM_001242894	NP_077819	
ENSG00000234370			
ENSG00000158864	NM_004550	NP_004541	
ENSG00000213654			
ENSG00000189298			
ENSG00000112855	NM_012208	NP_036340	
ENSG00000104679		NP_001129580	
ENSG00000189298	NM_001242895	NP_001229824	
ENSG00000165731	NM_020975	NP_066124	
ENSG00000121897	NM_194451	NP_919433	
ENSG00000165731			
ENSG00000118922	NM_007249	NP_009180	
ENSG00000182810	NM_018380	NP_060850	
ENSG00000250588	NM_001197114	NP_001184043	
ENSG00000171931			
ENSG00000165731	NM_020630	NP_065681	
ENSG00000250588	NM_001197113	NP_001184042	
ENSG00000121897	NM_006859	NP_006850	
ENSG00000213654	NM_022107	NP_071390	
ENSG00000164941	NM_017864	NP_060334	
ENSG00000112855			
ENSG00000213218	NM_022645	NP_072171	
ENSG00000120586	NM_002438	NP_002429	
ENSG00000118922			
ENSG00000139496	NM_014089	NP_054808	
ENSG00000177596			
ENSG00000115414	NM_002026	NP_002017	
ENSG00000091129	NM_005010	NP_005001	
ENSG00000174446	NM_006049	NP_006040	
ENSG00000115414	NM_212474	NP_997639	
ENSG00000010818	NM_006734	NP_006725	
ENSG00000121897			
ENSG00000139496			
ENSG00000250588	NM_014575	NP_055390	
ENSG00000044446	NM_000292	NP_000283	
ENSG00000174446			
ENSG00000078269	NM_001178088	NP_001171559	
ENSG00000078269	NM_003898	NP_001171559	
ENSG00000078269	NM_001178088	NP_003889	
ENSG00000078269	NM_003898	NP_003889	
ENSG00000250588	NM_001197107	NP_001184036	
ENSG00000250588	NM_001197108	NP_001184037	
ENSG00000078269			
ENSG00000171931	NM_031456	NP_113644	
ENSG00000248857			
ENSG00000091129	NM_001193583	NP_001180512	
ENSG00000091129	NM_001193583	NP_001180511	
ENSG00000233348		NP_001186626	
ENSG00000140987	NM_017810	NP_060280	
ENSG00000100225	NM_012179	NP_036311	
ENSG00000122641	NM_002192	NP_002183	
ENSG00000166508			
ENSG00000233348		NP_001186627	
ENSG00000147485			
ENSG00000123584	NM_005365	NP_001074259	
ENSG00000123584	NM_001080790	NP_001074259	
ENSG00000123584	NM_005365	NP_005356	
ENSG00000123584	NM_001080790	NP_005356	
ENSG00000091129	NM_001037132	NP_001032209	
ENSG00000100225			
ENSG00000091129			
ENSG00000136830	NM_001035534	NP_001030611	
ENSG00000198910	NM_000425	NP_000416	
ENSG00000198910	NM_024003	NP_000416	
ENSG00000158864	NM_001166159	NP_001159631	
ENSG00000171129	NM_001164415	NP_057237	
ENSG00000171129	NM_016153	NP_057237	
ENSG00000171129	NM_001164415	NP_001157887	
ENSG00000171129	NM_016153	NP_001157887	
ENSG00000139496	NM_001008564	NP_001008564	
ENSG00000198910	NM_001143963	NP_001137435	
ENSG00000129657	NM_001204408	NP_001137471	
ENSG00000129657	NM_001039573	NP_001137471	
ENSG00000129657	NM_001204408	NP_001137473	
ENSG00000129657	NM_001039573	NP_001137473	
ENSG00000129657	NM_001204408	NP_001191339	
ENSG00000129657	NM_001039573	NP_001191339	
ENSG00000129657	NM_001204408	NP_001191337	
ENSG00000129657	NM_001039573	NP_001191337	
ENSG00000129657	NM_001204408	NP_001034662	
ENSG00000129657	NM_001039573	NP_001034662	
ENSG00000129657	NM_001204408	NP_002994	
ENSG00000129657	NM_001039573	NP_002994	
ENSG00000129657	NM_001204408	NP_001137470	
ENSG00000129657	NM_001039573	NP_001137470	
ENSG00000171129			
ENSG00000136830	NM_022833	NP_073744	
ENSG00000105954	NM_022150	NP_071433	
ENSG00000198910			
ENSG00000177721	NM_001014279	NP_001014301	
ENSG00000140987		NP_060280	
ENSG00000109684	NM_052964	NP_443196	
ENSG00000198825	NM_001243195	NP_001230124	
ENSG00000198825	NM_001243194	NP_001230124	
ENSG00000198825	NM_014937	NP_001230124	
ENSG00000198825	NM_001243195	NP_055752	
ENSG00000198825	NM_001243194	NP_055752	
ENSG00000198825	NM_014937	NP_055752	
ENSG00000120341	NM_033127	NP_149118	
ENSG00000109684			
ENSG00000115414	NM_212482	NP_997647	
ENSG00000167264	NM_017803	NP_060273	
ENSG00000198825			
ENSG00000149809			
ENSG00000198910	NM_024003	NP_076493	
ENSG00000167264			
ENSG00000198825		NP_001230123	
ENSG00000172262			
ENSG00000136518	NM_004301	NP_829888	
ENSG00000136518	NM_004301	NP_817126	
ENSG00000136518	NM_004301	NP_004292	
ENSG00000158864			
ENSG00000140987			
ENSG00000166170	NM_004873	NP_004864	
ENSG00000166170	NM_001015048	NP_004864	
ENSG00000166170	NM_004873	NP_001015048	
ENSG00000166170	NM_001015048	NP_001015048	
ENSG00000106348	NM_001142576	NP_001136048	
ENSG00000091129	NM_001193584	NP_001180513	
ENSG00000197879	NM_001080779	NP_001074248	
ENSG00000197879	NM_001080779	NP_203693	
ENSG00000129657	NM_003003	NP_001137471	
ENSG00000129657	NM_001143998	NP_001137471	
ENSG00000129657	NM_001143999	NP_001137471	
ENSG00000129657	NM_003003	NP_001137473	
ENSG00000129657	NM_001143998	NP_001137473	
ENSG00000129657	NM_001143999	NP_001137473	
ENSG00000129657	NM_003003	NP_001191339	
ENSG00000129657	NM_001143998	NP_001191339	
ENSG00000129657	NM_001143999	NP_001191339	
ENSG00000129657	NM_003003	NP_002994	
ENSG00000129657	NM_001143998	NP_002994	
ENSG00000129657	NM_001143999	NP_002994	
ENSG00000129657	NM_003003	NP_001137470	
ENSG00000129657	NM_001143998	NP_001137470	
ENSG00000129657	NM_001143999	NP_001137470	
ENSG00000231372			
ENSG00000106348	NM_001142573	NP_000874	
ENSG00000106348	NM_000883	NP_000874	
ENSG00000106348	NM_001142574	NP_000874	
ENSG00000106348	NM_001142573	NP_001136045	
ENSG00000106348	NM_000883	NP_001136045	
ENSG00000106348	NM_001142574	NP_001136045	
ENSG00000129657	NM_001204410	NP_001137471	
ENSG00000129657	NM_001204410	NP_001137473	
ENSG00000129657	NM_001204410	NP_001191339	
ENSG00000129657	NM_001204410	NP_002994	
ENSG00000129657	NM_001204410	NP_001137470	
ENSG00000197879	NM_001080950	NP_001074419	
ENSG00000197879	NM_001080950	NP_203693	
ENSG00000166170	NM_001015049	NP_004864	
ENSG00000166170	NM_001015049	NP_001015049	
ENSG00000166170	NM_001015049	NP_001015048	
ENSG00000136830			
ENSG00000147485	NM_144651	NP_653252	
ENSG00000151789	NM_024697	NP_078973	
ENSG00000166170			
ENSG00000197879		NP_203693	
ENSG00000142661			
ENSG00000091129	NM_001193582		
ENSG00000004455	NM_001199199	NP_001186128	
ENSG00000004455	NM_013411	NP_001186128	
ENSG00000004455	NM_001199199	NP_037543	
ENSG00000004455	NM_013411	NP_037543	
ENSG00000004455			
ENSG00000166508	NM_005916	NP_005907	
ENSG00000166508	NM_005916	NP_877577	
ENSG00000100225	NM_001033024	NP_001028196	
ENSG00000197879	NM_033375	NP_203693	
ENSG00000106348	NM_001142575	NP_001136047	
ENSG00000204393			
ENSG00000227975			
ENSG00000151789			
ENSG00000256797	NM_001190765	NP_001177694	
ENSG00000106348	NM_001102605	NP_001096075	
ENSG00000106348	NM_001102605	NP_001136045	
ENSG00000004455	NM_001625	NP_001616	
ENSG00000101605	NM_003803	NP_003794	
ENSG00000133731	NM_005536	NP_005527	
ENSG00000101605			
ENSG00000101605	NM_019856	NP_062830	
ENSG00000158869			
ENSG00000120341			
ENSG00000106348	NM_183243	NP_899066	
ENSG00000106348	NM_183243	NP_001136045	
ENSG00000136518	NM_178042	NP_829888	
ENSG00000136518	NM_177989	NP_829888	
ENSG00000136518	NM_178042	NP_817126	
ENSG00000136518	NM_177989	NP_817126	
ENSG00000149201	NM_021827	NP_068599	
ENSG00000188393			
ENSG00000158869	NM_004106	NP_004097	
ENSG00000149201			
ENSG00000106348	NM_001142574	NP_001136046	
ENSG00000133731	NM_001144879	NP_001138351	
ENSG00000188393	NM_001130711	NP_001124183	
ENSG00000149809	NM_003273	NP_003264	
ENSG00000129657	NM_001144001	NP_001137473	
ENSG00000178997	NM_152596	NP_689809	
ENSG00000166902	NM_017840	NP_060310	
ENSG00000178997			
ENSG00000197879			
ENSG00000155008	NM_198450	NP_940852	
ENSG00000166902			
ENSG00000089682	NM_001171080	NP_001164551	
ENSG00000149201	NM_001156474	NP_001149946	
ENSG00000088038	NM_014516	NP_055331	
ENSG00000196150			
ENSG00000166508		NP_877577	
ENSG00000136518			
ENSG00000133731	NM_001144878	NP_001138350	
ENSG00000133731	NM_001144878	NP_005527	
ENSG00000158874	NM_001643	NP_001634	
ENSG00000227772			
ENSG00000155008			
ENSG00000133731			
ENSG00000111319	NM_001159575	NP_001153048	
ENSG00000111319	NM_001159576	NP_001153048	
ENSG00000111319	NM_001159575	NP_001029	
ENSG00000111319	NM_001159576	NP_001029	
ENSG00000089682			
ENSG00000107447	NM_004088	NP_004079	
ENSG00000111319			
ENSG00000152086	NM_207312	NP_997195	
ENSG00000172262	NM_003432	NP_003423	
ENSG00000089682	NM_018301	NP_001164551	
ENSG00000089682	NM_018301	NP_060771	
ENSG00000178764	NM_014943	NP_055758	
ENSG00000136111	NM_014832	NP_055647	
ENSG00000241394			
ENSG00000107447	NM_004088	NP_001017520	
ENSG00000107447	NM_001017520	NP_001017520	
ENSG00000221932	NM_001037558	NP_001032647	
ENSG00000111319	NM_001038	NP_001029	
ENSG00000166508	NM_182776	NP_877577	
ENSG00000149600	NM_053041	NP_444269	
ENSG00000136111			
ENSG00000179431	NM_014344	NP_055159	
ENSG00000196998	NM_001029896	NP_001025067	
ENSG00000187446	NM_007236	NP_009167	
ENSG00000196578	NM_054106	NP_473447	
ENSG00000198580			
ENSG00000115414	NM_212478	NP_997643	
ENSG00000258000			
ENSG00000134812	NM_005142	NP_005133	
ENSG00000088038			
ENSG00000149600	NM_053041	NP_001092809	
ENSG00000149600	NM_001099339	NP_001092809	
ENSG00000196998			
ENSG00000187446			
ENSG00000231192	NM_001005338	NP_001005338	
ENSG00000100442	NM_002013	NP_002004	
ENSG00000236032	NM_001005514	NP_001005514	
ENSG00000147896	NM_020124	NP_064509	
ENSG00000134812			
ENSG00000166326	NM_017583	NP_060053	
ENSG00000238238			
ENSG00000184956	NM_005961	NP_005952	
ENSG00000100442			
ENSG00000155984			
ENSG00000196150	NM_021061	NP_066405	
ENSG00000196150	NM_001109689	NP_066405	
ENSG00000149548			
ENSG00000184956			
ENSG00000186615			
ENSG00000149548	NM_025004	NP_079280	
ENSG00000226841		NP_001011700	
ENSG00000196150	NM_001109689	NP_001103159	
ENSG00000178243			
ENSG00000196998	NM_007075	NP_009006	
ENSG00000240053			
ENSG00000115363	NM_032181	NP_115557	
ENSG00000115363	NM_001135032	NP_115557	
ENSG00000115363	NM_032181	NP_001128504	
ENSG00000115363	NM_001135032	NP_001128504	
ENSG00000110697	NM_004910	NP_004901	
ENSG00000240053	NM_021221	NP_067044	
ENSG00000158882	NM_032174	NP_115550	
ENSG00000115363			
ENSG00000115414	NM_212476	NP_997641	
ENSG00000137077	NM_002989	NP_002980	
ENSG00000137077			
ENSG00000110697	NM_001130848	NP_001124320	
ENSG00000241087			
ENSG00000142661	NM_152372	NP_689585	
ENSG00000105617	NM_024316	NP_077292	
ENSG00000204856	NM_013300	NP_037432	
ENSG00000065413			
ENSG00000138696	NM_001203	NP_001194	
ENSG00000155984	NM_032508	NP_115897	
ENSG00000111319	NM_001159575	NP_001153047	
ENSG00000188243	NM_203495	NP_987091	
ENSG00000143375			
ENSG00000138696			
ENSG00000140660	NM_032167	NP_115543	
ENSG00000158691	NM_001163391	NP_001156863	
ENSG00000204856			
ENSG00000206430	NM_147130	NP_667341	
ENSG00000136710	NM_032357	NP_115733	
ENSG00000233828			
ENSG00000109572			
ENSG00000149541	NM_012200	NP_036332	
ENSG00000206430	NM_001145466	NP_001138938	
ENSG00000188243			
ENSG00000110697			
ENSG00000149541			
ENSG00000075391	NM_170692	NP_733793	
ENSG00000136710			
ENSG00000112659	NM_015089	NP_055904	
ENSG00000158882			
ENSG00000206430	NM_001145467	NP_001138939	
ENSG00000225859			
ENSG00000155984	NM_001174092	NP_001167563	
ENSG00000172322	NM_001207010	NP_001193939	
ENSG00000172322	NM_001207010	NP_612210	
ENSG00000181704	NM_001195214	NP_776195	
ENSG00000181704	NM_173834	NP_776195	
ENSG00000172322			
ENSG00000230456	NM_001202521	NP_001189450	
ENSG00000230456	NM_001202521	NP_054699	
ENSG00000181704			
ENSG00000144355			
ENSG00000188243	NM_203497	NP_987093	
ENSG00000230456			
ENSG00000095787			
ENSG00000138696		NP_001194	
ENSG00000110697	NM_001130848	NP_004901	
ENSG00000115414	NM_054034	NP_473375	
ENSG00000172322	NM_138337	NP_612210	
ENSG00000075391	NM_004841	NP_004832	
ENSG00000230456	NM_001202521	NP_001945	
ENSG00000233412	NM_001005515	NP_001005515	
ENSG00000181704		NP_001182143	
ENSG00000075391			
ENSG00000233412			
ENSG00000111237	NM_016226	NP_057310	
ENSG00000230301	NM_001005479	NP_001005479	
ENSG00000206430			
ENSG00000176871	NM_018639	NP_061109	
ENSG00000148303	NM_000972	NP_000963	
ENSG00000177354	NM_001135196	NP_001128668	
ENSG00000144355	NM_178120	NP_835221	
ENSG00000147894	NM_018325	NP_060795	
ENSG00000197938	NM_001005482	NP_001005482	
ENSG00000109814	NM_003359	NP_001171630	
ENSG00000109814	NM_003359	NP_003350	
ENSG00000111237			
ENSG00000075391	NM_004841		
ENSG00000075391	NM_170692		
ENSG00000176871			
ENSG00000106028	NM_003143	NP_003134	
ENSG00000166503	NM_016073	NP_057157	
ENSG00000065413	NM_153697		
ENSG00000144355	NM_001038493	NP_001033582	
ENSG00000111145	NM_005230	NP_005221	
ENSG00000172322	NM_201623	NP_963917	
ENSG00000177354	NM_199459	NP_955629	
ENSG00000109814	NM_001184700	NP_001171629	
ENSG00000214842	NM_001099218	NP_001092688	
ENSG00000111145			
ENSG00000196098	NM_001005517	NP_001005517	
ENSG00000114353			
ENSG00000065413		NP_710181	
ENSG00000104147	NM_007280	NP_009211	
ENSG00000206536	NM_001005516	NP_001005516	
ENSG00000147894	NM_145005	NP_659442	
ENSG00000095787	NM_100486	NP_567823	
ENSG00000065413	NM_153697	NP_710181	
ENSG00000109814	NM_001184701	NP_001171630	
ENSG00000066427	NM_004993	NP_001158253	
ENSG00000066427	NM_004993	NP_001158252	
ENSG00000066427	NM_004993	NP_001158251	
ENSG00000066427	NM_004993	NP_004984	
ENSG00000159674	NM_001199021	NP_001121797	
ENSG00000159674	NM_012445	NP_001121797	
ENSG00000159674	NM_001128325	NP_001121797	
ENSG00000159674	NM_001199021	NP_001185950	
ENSG00000159674	NM_012445	NP_001185950	
ENSG00000159674	NM_001128325	NP_001185950	
ENSG00000159674	NM_001199021	NP_036577	
ENSG00000159674	NM_012445	NP_036577	
ENSG00000159674	NM_001128325	NP_036577	
ENSG00000095787	NM_016628	NP_057712	
ENSG00000115355	NM_001135597	NP_001129069	
ENSG00000143727	NM_007099	NP_009030	
ENSG00000109814			
ENSG00000112659			
ENSG00000002587	NM_005114	NP_005105	
ENSG00000196422	NM_014811	NP_055626	
ENSG00000066427	NM_001164780	NP_001158252	
ENSG00000002587			
ENSG00000196422			
ENSG00000065413	NM_001195144	NP_001182073	
ENSG00000163032	NM_003385	NP_003376	
ENSG00000109572	NM_001829	NP_001820	
ENSG00000159674			
ENSG00000163032			
ENSG00000164932	NM_138455	NP_612464	
ENSG00000232357	NM_014234	NP_055049	
ENSG00000164932			
ENSG00000148303			
ENSG00000109572	NM_173872	NP_776297	
ENSG00000115355	NM_018084	NP_060554	
ENSG00000050344	NM_004289	NP_004280	
ENSG00000077254	NM_201624	NP_963918	
ENSG00000106028			
ENSG00000143727	NM_004300	NP_004291	
ENSG00000115355			
ENSG00000050344			
ENSG00000077254			
ENSG00000171928	NM_016078	NP_057162	
ENSG00000112081	NM_003017	NP_003008	
ENSG00000143727			
ENSG00000112081			
ENSG00000111237	NM_057180	NP_476528	
ENSG00000118939	NM_006002	NP_005993	
ENSG00000232382	NM_001004736	NP_001004736	
ENSG00000118939			
ENSG00000077254	NM_015017	NP_055832	
ENSG00000077254	NM_015017	NP_963918	
ENSG00000157483	NM_004998	NP_004989	
ENSG00000175197	NM_004083	NP_001181986	
ENSG00000175197	NM_001195057	NP_001181986	
ENSG00000175197	NM_004083	NP_004074	
ENSG00000175197	NM_001195057	NP_004074	
ENSG00000240021	NM_032126	NP_115502	
ENSG00000143727	NM_001040649	NP_001035739	
ENSG00000169594	NM_001717	NP_001708	
ENSG00000143375	NM_020770	NP_065821	
ENSG00000175197	NM_001195055	NP_001181986	
ENSG00000175197	NM_001195054	NP_001181986	
ENSG00000175197	NM_001195053	NP_001181986	
ENSG00000175197	NM_001195055	NP_004074	
ENSG00000175197	NM_001195054	NP_004074	
ENSG00000175197	NM_001195053	NP_004074	
ENSG00000175197	NM_001195055	NP_001181985	
ENSG00000175197	NM_001195054	NP_001181985	
ENSG00000175197	NM_001195053	NP_001181985	
ENSG00000175197	NM_001195055	NP_001181984	
ENSG00000175197	NM_001195054	NP_001181984	
ENSG00000175197	NM_001195053	NP_001181984	
ENSG00000175197	NM_001195055	NP_001181983	
ENSG00000175197	NM_001195054	NP_001181983	
ENSG00000175197	NM_001195053	NP_001181983	
ENSG00000175197	NM_001195055	NP_001181982	
ENSG00000175197	NM_001195054	NP_001181982	
ENSG00000175197	NM_001195053	NP_001181982	
ENSG00000240021	NM_001170723	NP_001164194	
ENSG00000169594			
ENSG00000168300	NM_052937	NP_443169	
ENSG00000134955	NM_001145290	NP_001138762	
ENSG00000160345	NM_001048265	NP_001041730	
ENSG00000134955			
ENSG00000101608	NM_006471	NP_006462	
ENSG00000151468			
ENSG00000115844	NM_004405	NP_004396	
ENSG00000077254	NM_201626	NP_963920	
ENSG00000143257	NM_001077475	NP_001070943	
ENSG00000115844			
ENSG00000160345	NM_144654	NP_653255	
ENSG00000175197	NM_001195056	NP_001181986	
ENSG00000175197	NM_001195056	NP_004074	
ENSG00000175197	NM_001195056	NP_001181985	
ENSG00000175197	NM_001195056	NP_001181984	
ENSG00000175197	NM_001195056	NP_001181983	
ENSG00000175197	NM_001195056	NP_001181982	
ENSG00000115355	NM_001135597		
ENSG00000175197			
ENSG00000151468	NM_031455	NP_113643	
ENSG00000214216	NM_001042706	NP_001036171	
ENSG00000114353	NM_002070	NP_002061	
ENSG00000114353	NM_001166425	NP_002061	
ENSG00000196954	NM_001225	NP_001216	
ENSG00000196954	NM_001225	NP_150649	
ENSG00000231861	NM_001004737	NP_001004737	
ENSG00000167608			
ENSG00000106610	NM_022906		
ENSG00000240021			
ENSG00000164334		NP_001157463	
ENSG00000160345			
ENSG00000121594	NM_005191	NP_005182	
ENSG00000126777			
ENSG00000164334	NM_001163991	NP_001157463	
ENSG00000196954	NM_033306	NP_150649	
ENSG00000168300			
ENSG00000214216	NM_001042705	NP_001036170	
ENSG00000196954			
ENSG00000214216	NM_001197100	NP_001184029	
ENSG00000164334		NP_877438	
ENSG00000121594			
ENSG00000136986	NM_024295	NP_077271	
ENSG00000106610			
ENSG00000009335	NM_014671	NP_055486	
ENSG00000164334	NM_182761	NP_877438	
ENSG00000114353	NM_001166425	NP_001159897	
ENSG00000240021	NM_001170724	NP_001164193	
ENSG00000240021	NM_001170722	NP_001164193	
ENSG00000240021	NM_001170724	NP_001164195	
ENSG00000240021	NM_001170722	NP_001164195	
ENSG00000215066			
ENSG00000164334			
ENSG00000009335			
ENSG00000230456	NM_001202521	NP_001189452	
ENSG00000124762	NM_001220777	NP_510867	
ENSG00000124762	NM_000389	NP_510867	
ENSG00000124762	NM_078467	NP_510867	
ENSG00000124762	NM_001220777	NP_000380	
ENSG00000124762	NM_000389	NP_000380	
ENSG00000124762	NM_078467	NP_000380	
ENSG00000124762	NM_001220777	NP_001207707	
ENSG00000124762	NM_000389	NP_001207707	
ENSG00000124762	NM_078467	NP_001207707	
ENSG00000124762	NM_001220777	NP_001207706	
ENSG00000124762	NM_000389	NP_001207706	
ENSG00000124762	NM_078467	NP_001207706	
ENSG00000134955	NM_198277	NP_938018	
ENSG00000132932	NM_016529	NP_057613	
ENSG00000140600	NM_003027	NP_003018	
ENSG00000132932			
ENSG00000144843	NM_001125	NP_001116	
ENSG00000136986	NM_001134671	NP_001128143	
ENSG00000144843			
ENSG00000230456	NM_001202521	NP_054700	
ENSG00000136986			
ENSG00000141127			
ENSG00000088305	NM_006892	NP_008823	
ENSG00000137804	NM_001243143	NP_001230072	
ENSG00000137804	NM_016359	NP_001230072	
ENSG00000137804	NM_001243143	NP_057443	
ENSG00000137804	NM_016359	NP_057443	
ENSG00000140600			
ENSG00000143257	NM_005122	NP_005113	
ENSG00000174100	NM_032351	NP_115727	
ENSG00000137804	NM_001243142	NP_001230071	
ENSG00000137804	NM_018454	NP_001230071	
ENSG00000137804	NM_001243142	NP_060924	
